Fruit_Type,Supplier_Region,Packaging_Type,Customer_Type,Shipping_Method,Payment_Method,Quality_Grade,Quantity_KG,Unit_Price,Total_Revenue,Order_Date,Delivery_Date
Mango,Luzon,Box,Retail,Pickup,GCash,Grade A,460.48,127.92,91155.73,2024-01-22,2024-02-05
Coconut,Visayas,Resealable Bag,Online,Air Freight,Credit Card,Grade A,495.85,194.09,191728.63,2024-05-30,2024-06-05
Mango,Mindanao,Box,Retail,Courier,Cash,Grade A,322.03,178.76,110791.32,2024-10-15,2024-10-21
Coconut,Visayas,Resealable Bag,Distributor,Courier,Bank Transfer,Grade A,171.99,284.75,80131.37,2025-09-06,2025-09-09
Coconut,Luzon,Vacuum Pack,Wholesale,Sea Cargo,Bank Transfer,Grade A,225.77,358.04,159253.76,2024-09-28,2024-10-11
Mango,Luzon,Jar,Distributor,Sea Cargo,Cash,Grade B,497.65,180.02,83153.31,2025-05-04,2025-05-18
Papaya,Visayas,Jar,Distributor,Sea Cargo,GCash,Grade B,238.4,284.04,111416.42,2024-11-22,2024-11-30
Guava,Luzon,Jar,Retail,Pickup,GCash,Premium,89.26,239.36,48623.14,2025-06-29,2025-07-08
Jackfruit,Visayas,Resealable Bag,Retail,Air Freight,Bank Transfer,Grade B,431.94,406.03,165611.99,2024-01-18,2024-01-24
Pineapple,Mindanao,Jar,Wholesale,Sea Cargo,GCash,Grade A,386.15,158.69,142198.34,2024-10-28,2024-11-05
Coconut,Luzon,Jar,Distributor,Air Freight,Cash,Premium,311.72,277.35,122845.87,2024-05-26,2024-06-02
Pineapple,Visayas,Resealable Bag,Retail,Sea Cargo,Cash,Grade A,306.13,388.52,38446.27,2024-06-10,2024-06-11
Coconut,Luzon,Box,Online,Pickup,Bank Transfer,Grade B,401.63,349.43,64486.12,2024-07-05,2024-07-13
Coconut,Luzon,Resealable Bag,Wholesale,Air Freight,Credit Card,Grade B,355.96,409.07,115289.63,2024-06-08,2024-06-09
Jackfruit,Visayas,Resealable Bag,Online,Sea Cargo,Bank Transfer,Grade A,284.68,442.72,33775.34,2024-09-21,2024-10-01
Jackfruit,Luzon,Resealable Bag,Online,Sea Cargo,Cash,Premium,260.8,223.35,131959.26,2024-08-04,2024-08-11
Mango,Visayas,Jar,Wholesale,Courier,Cash,Grade A,85.01,319.05,170855.76,2025-01-24,2025-01-27
Banana,Luzon,Vacuum Pack,Retail,Sea Cargo,Cash,Grade B,134.48,186.57,186548.36,2024-01-29,2024-02-02
Mango,Mindanao,Vacuum Pack,Online,Air Freight,Cash,Grade B,91.94,221.84,196302.91,2024-09-03,2024-09-08
Jackfruit,Luzon,Box,Online,Courier,GCash,Premium,353.61,229.34,180337.12,2024-10-16,2024-10-23
Jackfruit,Luzon,Vacuum Pack,Online,Pickup,Cash,Grade B,122.55,345.18,24963.04,2025-05-30,2025-06-01
Coconut,Luzon,Resealable Bag,Wholesale,Sea Cargo,Bank Transfer,Grade B,403.41,231.88,78460.11,2025-10-02,2025-10-04
Coconut,Mindanao,Jar,Wholesale,Sea Cargo,Cash,Grade A,305.11,448.15,28507.15,2025-03-17,2025-03-18
Guava,Visayas,Vacuum Pack,Online,Air Freight,Credit Card,Grade B,126.37,217.55,22950.75,2024-01-16,2024-01-19
Banana,Luzon,Vacuum Pack,Wholesale,Pickup,Bank Transfer,Grade B,490.32,371.84,93988.62,2025-08-13,2025-08-19
Jackfruit,Visayas,Vacuum Pack,Distributor,Courier,Credit Card,Grade B,435.65,422.66,34507.01,2024-05-23,2024-05-25
Guava,Mindanao,Box,Distributor,Air Freight,Credit Card,Premium,252.54,409.54,198337.15,2025-01-10,2025-01-19
Coconut,Luzon,Resealable Bag,Retail,Sea Cargo,Cash,Grade B,219.12,308.14,172227.55,2024-02-13,2024-02-23
Guava,Visayas,Vacuum Pack,Distributor,Pickup,Credit Card,Premium,290.8,390.04,30732.62,2024-08-16,2024-08-23
Mango,Visayas,Jar,Wholesale,Pickup,Bank Transfer,Grade A,192.78,448.82,102396.05,2024-07-03,2024-07-15
Papaya,Luzon,Box,Online,Air Freight,GCash,Grade B,115.48,190.45,117959.25,2025-12-20,2026-01-01
Papaya,Luzon,Box,Online,Pickup,GCash,Grade A,145.17,127.57,154137.11,2025-09-07,2025-09-20
Banana,Mindanao,Resealable Bag,Retail,Sea Cargo,Cash,Grade B,232.28,218.45,145319.27,2025-03-09,2025-03-14
Pineapple,Mindanao,Box,Wholesale,Air Freight,Cash,Grade B,203.91,368.55,41261.32,2025-03-05,2025-03-14
Papaya,Visayas,Resealable Bag,Online,Courier,Credit Card,Grade A,302.41,414.95,47726.4,2024-12-23,2024-12-30
Jackfruit,Luzon,Box,Distributor,Air Freight,GCash,Grade B,470.22,284.82,70117.49,2025-11-14,2025-11-24
Banana,Mindanao,Vacuum Pack,Online,Sea Cargo,Credit Card,Premium,486.26,152.16,51538.33,2025-11-21,2025-11-28
Coconut,Mindanao,Resealable Bag,Online,Sea Cargo,Bank Transfer,Grade A,478.57,440.68,119598.92,2024-07-11,2024-07-18
Guava,Visayas,Vacuum Pack,Distributor,Courier,Cash,Premium,274.61,449.69,88670.21,2024-01-15,2024-01-21
Guava,Mindanao,Jar,Distributor,Air Freight,GCash,Grade B,242.77,178.38,123029.44,2024-12-26,2025-01-01
Papaya,Visayas,Jar,Distributor,Air Freight,Cash,Grade A,90.34,125.42,187174.38,2025-07-09,2025-07-16
Coconut,Mindanao,Vacuum Pack,Online,Air Freight,Bank Transfer,Grade B,145.34,376.37,114801.7,2024-04-16,2024-04-24
Guava,Visayas,Vacuum Pack,Distributor,Pickup,Credit Card,Premium,366.73,364.58,11444.98,2024-04-27,2024-05-01
Pineapple,Mindanao,Box,Distributor,Courier,Bank Transfer,Grade B,352.99,121.37,182721.22,2025-01-18,2025-01-31
Mango,Luzon,Box,Distributor,Courier,GCash,Premium,496.77,199.8,194963.16,2024-02-03,2024-02-04
Coconut,Visayas,Vacuum Pack,Online,Sea Cargo,Credit Card,Premium,128.17,418.38,108282.64,2024-07-16,2024-07-26
Mango,Mindanao,Resealable Bag,Retail,Pickup,Bank Transfer,Premium,121.57,226.39,27718.34,2025-03-23,2025-03-27
Mango,Mindanao,Resealable Bag,Retail,Air Freight,Credit Card,Grade A,384.05,163.08,96204.19,2024-01-27,2024-02-03
Banana,Luzon,Resealable Bag,Wholesale,Courier,GCash,Premium,428.21,359.68,163348.51,2025-10-08,2025-10-21
Banana,Mindanao,Vacuum Pack,Distributor,Air Freight,GCash,Premium,60.41,444.98,174718.42,2025-01-22,2025-02-04
Jackfruit,Luzon,Vacuum Pack,Wholesale,Courier,Bank Transfer,Grade A,91.75,283.1,78665.49,2024-04-23,2024-05-01
Mango,Visayas,Vacuum Pack,Online,Air Freight,Credit Card,Premium,84.34,346.82,81298.33,2024-07-31,2024-08-07
Papaya,Luzon,Resealable Bag,Distributor,Air Freight,GCash,Premium,305.28,320.2,15975.59,2024-11-17,2024-11-28
Papaya,Mindanao,Vacuum Pack,Wholesale,Courier,Cash,Grade A,322.75,296.86,108419.04,2024-12-17,2024-12-23
Guava,Visayas,Vacuum Pack,Wholesale,Air Freight,Bank Transfer,Grade A,148.89,360.16,188571.14,2024-06-05,2024-06-09
Papaya,Luzon,Vacuum Pack,Distributor,Courier,Credit Card,Premium,414.06,263.9,189805.68,2024-10-01,2024-10-06
Pineapple,Luzon,Box,Online,Air Freight,Bank Transfer,Grade A,407.34,434.74,102688.04,2024-07-16,2024-07-21
Jackfruit,Mindanao,Box,Distributor,Air Freight,Credit Card,Grade B,139.87,236.46,180599.99,2025-04-01,2025-04-08
Pineapple,Luzon,Box,Online,Courier,Bank Transfer,Grade B,63.47,179.37,71309.42,2024-03-06,2024-03-14
Pineapple,Luzon,Resealable Bag,Distributor,Courier,GCash,Grade B,105.04,225.13,12071.19,2024-07-09,2024-07-15
Papaya,Mindanao,Box,Wholesale,Air Freight,Credit Card,Grade B,320.81,294.0,29554.84,2024-12-02,2024-12-06
Jackfruit,Mindanao,Vacuum Pack,Online,Pickup,Bank Transfer,Grade B,139.17,136.39,103847.51,2024-10-11,2024-10-23
Papaya,Luzon,Vacuum Pack,Online,Sea Cargo,Bank Transfer,Premium,222.29,310.22,64157.01,2024-02-17,2024-02-22
Guava,Mindanao,Vacuum Pack,Online,Courier,GCash,Grade B,66.65,296.04,110227.6,2025-10-21,2025-11-03
Mango,Luzon,Jar,Retail,Pickup,Bank Transfer,Grade B,192.74,234.12,25155.77,2024-12-11,2024-12-22
Jackfruit,Luzon,Jar,Distributor,Pickup,Credit Card,Premium,485.22,160.07,81042.16,2024-11-16,2024-11-24
Mango,Luzon,Vacuum Pack,Retail,Sea Cargo,Cash,Grade B,437.62,359.0,53004.84,2025-09-24,2025-09-26
Coconut,Visayas,Vacuum Pack,Retail,Courier,Cash,Grade A,71.6,220.42,60108.15,2024-03-31,2024-04-04
Guava,Visayas,Box,Wholesale,Sea Cargo,Credit Card,Grade A,106.83,404.43,153076.62,2025-12-05,2025-12-15
Papaya,Mindanao,Vacuum Pack,Wholesale,Pickup,Credit Card,Grade B,194.86,361.19,52907.8,2025-02-27,2025-03-10
Banana,Mindanao,Vacuum Pack,Distributor,Sea Cargo,GCash,Premium,85.11,440.68,21450.72,2024-09-27,2024-10-10
Pineapple,Visayas,Jar,Wholesale,Pickup,Cash,Grade B,143.9,314.87,110252.48,2024-01-14,2024-01-25
Banana,Mindanao,Jar,Wholesale,Air Freight,GCash,Grade A,462.51,247.24,95962.06,2024-11-16,2024-11-29
Pineapple,Visayas,Resealable Bag,Retail,Courier,Credit Card,Grade A,358.82,433.99,119676.03,2025-09-27,2025-10-06
Papaya,Luzon,Vacuum Pack,Wholesale,Air Freight,Credit Card,Grade A,170.04,277.16,110868.23,2024-04-14,2024-04-17
Mango,Mindanao,Vacuum Pack,Distributor,Pickup,GCash,Grade A,228.62,262.18,73410.51,2024-12-26,2024-12-31
Banana,Luzon,Vacuum Pack,Online,Pickup,GCash,Grade B,135.25,178.29,62425.88,2025-03-27,2025-04-01
Jackfruit,Visayas,Vacuum Pack,Retail,Sea Cargo,Cash,Grade A,101.83,415.37,119293.8,2025-09-14,2025-09-22
Jackfruit,Luzon,Box,Wholesale,Pickup,Credit Card,Grade B,95.59,362.2,177110.26,2024-09-01,2024-09-03
Pineapple,Luzon,Resealable Bag,Distributor,Courier,Bank Transfer,Premium,51.4,181.08,182478.66,2024-10-01,2024-10-09
Coconut,Visayas,Resealable Bag,Wholesale,Courier,Cash,Grade A,134.3,416.96,36948.39,2025-09-29,2025-10-07
Papaya,Visayas,Box,Retail,Sea Cargo,Bank Transfer,Grade A,126.83,370.89,11849.44,2024-01-14,2024-01-25
Jackfruit,Luzon,Jar,Wholesale,Pickup,Cash,Grade A,418.52,307.2,198178.49,2024-12-26,2025-01-03
Jackfruit,Luzon,Resealable Bag,Retail,Air Freight,Bank Transfer,Premium,201.05,281.92,76648.4,2024-08-21,2024-08-30
Coconut,Visayas,Box,Distributor,Pickup,Cash,Grade B,185.51,230.13,108387.9,2025-07-12,2025-07-17
Guava,Mindanao,Jar,Retail,Courier,Cash,Grade A,490.39,402.57,135279.71,2025-11-10,2025-11-24
Papaya,Luzon,Resealable Bag,Online,Courier,GCash,Premium,90.17,423.81,81777.87,2024-05-25,2024-05-31
Coconut,Mindanao,Jar,Wholesale,Courier,Bank Transfer,Grade B,225.96,257.71,198849.3,2024-04-20,2024-04-25
Mango,Mindanao,Box,Retail,Pickup,Credit Card,Premium,485.67,381.47,64797.62,2024-11-12,2024-11-16
Coconut,Luzon,Jar,Wholesale,Courier,GCash,Grade B,269.07,141.32,65998.08,2024-01-09,2024-01-17
Pineapple,Visayas,Vacuum Pack,Retail,Pickup,Bank Transfer,Grade A,243.65,337.88,10121.93,2025-04-09,2025-04-10
Banana,Visayas,Resealable Bag,Retail,Courier,GCash,Premium,138.53,313.12,25336.41,2024-09-14,2024-09-17
Papaya,Visayas,Resealable Bag,Online,Pickup,Credit Card,Grade A,451.87,423.66,123437.37,2024-08-12,2024-08-13
Papaya,Mindanao,Box,Wholesale,Sea Cargo,Bank Transfer,Grade A,237.34,185.84,67949.26,2024-06-26,2024-07-06
Coconut,Visayas,Resealable Bag,Online,Pickup,Cash,Grade A,286.96,349.06,105724.88,2024-10-31,2024-11-10
Banana,Visayas,Box,Online,Pickup,Credit Card,Grade B,257.58,421.14,15020.2,2025-12-02,2025-12-14
Guava,Luzon,Box,Wholesale,Courier,GCash,Premium,294.47,306.64,65735.21,2025-03-07,2025-03-09
Papaya,Mindanao,Vacuum Pack,Online,Pickup,Cash,Grade A,74.61,393.87,133477.19,2025-02-06,2025-02-09
Mango,Visayas,Jar,Distributor,Air Freight,Cash,Premium,313.08,288.57,146220.76,2024-12-07,2024-12-17
Jackfruit,Luzon,Jar,Wholesale,Sea Cargo,GCash,Grade B,332.71,357.32,187940.93,2025-12-19,2025-12-23
Coconut,Luzon,Vacuum Pack,Retail,Air Freight,GCash,Premium,445.95,291.54,56969.16,2025-05-11,2025-05-21
Mango,Mindanao,Jar,Online,Air Freight,Cash,Grade B,232.05,444.29,165851.48,2024-04-16,2024-04-24
Guava,Mindanao,Jar,Retail,Pickup,GCash,Premium,59.75,166.76,151473.71,2025-07-13,2025-07-18
Jackfruit,Mindanao,Resealable Bag,Online,Pickup,Bank Transfer,Grade B,350.39,436.5,103663.19,2024-09-03,2024-09-06
Papaya,Visayas,Vacuum Pack,Online,Pickup,Credit Card,Grade A,62.59,270.84,117199.73,2025-11-14,2025-11-19
Banana,Luzon,Jar,Retail,Courier,GCash,Grade B,447.09,271.26,11732.81,2024-01-12,2024-01-22
Jackfruit,Mindanao,Resealable Bag,Distributor,Pickup,Cash,Grade A,345.16,236.12,146649.73,2024-06-11,2024-06-17
Coconut,Luzon,Box,Distributor,Pickup,Cash,Premium,267.69,437.64,125109.94,2024-12-13,2024-12-21
Coconut,Mindanao,Box,Wholesale,Courier,Bank Transfer,Premium,327.86,253.25,18536.54,2024-07-03,2024-07-13
Mango,Mindanao,Vacuum Pack,Online,Pickup,Bank Transfer,Grade A,491.6,386.82,149202.94,2024-06-11,2024-06-15
Pineapple,Mindanao,Jar,Online,Air Freight,Cash,Premium,162.72,132.35,152487.64,2024-08-30,2024-09-01
Banana,Mindanao,Vacuum Pack,Wholesale,Courier,Cash,Premium,252.28,163.96,131105.2,2025-03-28,2025-04-10
Pineapple,Visayas,Jar,Online,Courier,GCash,Grade A,383.97,263.24,110420.6,2025-07-23,2025-07-27
Jackfruit,Luzon,Vacuum Pack,Wholesale,Air Freight,GCash,Grade A,211.8,254.65,113850.36,2024-07-15,2024-07-17
Pineapple,Mindanao,Jar,Wholesale,Sea Cargo,Credit Card,Premium,208.45,324.1,116152.49,2024-03-14,2024-03-20
Mango,Visayas,Jar,Online,Air Freight,Cash,Grade A,402.07,218.41,32406.22,2024-05-21,2024-06-03
Jackfruit,Mindanao,Box,Retail,Sea Cargo,Bank Transfer,Grade B,225.69,238.11,175764.08,2024-08-24,2024-08-25
Mango,Mindanao,Resealable Bag,Distributor,Pickup,Cash,Premium,363.88,156.59,99485.95,2024-06-10,2024-06-15
Mango,Luzon,Box,Online,Courier,GCash,Grade B,449.61,139.6,48804.33,2024-09-26,2024-10-07
Coconut,Luzon,Resealable Bag,Online,Air Freight,Cash,Grade B,491.48,433.47,123648.05,2024-12-03,2024-12-16
Jackfruit,Visayas,Resealable Bag,Distributor,Air Freight,Cash,Grade A,273.47,194.33,76548.96,2025-09-19,2025-09-21
Guava,Luzon,Vacuum Pack,Retail,Air Freight,GCash,Premium,323.66,245.2,139883.06,2025-05-04,2025-05-09
Papaya,Luzon,Jar,Online,Sea Cargo,Credit Card,Premium,242.08,165.46,93211.04,2024-01-19,2024-01-28
Banana,Luzon,Box,Online,Air Freight,GCash,Grade A,91.4,123.32,88482.44,2025-09-22,2025-09-28
Mango,Luzon,Resealable Bag,Retail,Air Freight,Cash,Grade A,247.35,213.26,69683.92,2025-07-03,2025-07-13
Pineapple,Visayas,Resealable Bag,Online,Pickup,Cash,Premium,84.56,202.57,113292.78,2025-09-08,2025-09-19
Coconut,Visayas,Resealable Bag,Online,Courier,Bank Transfer,Premium,181.71,335.7,110100.4,2025-05-21,2025-06-02
Coconut,Mindanao,Vacuum Pack,Retail,Courier,Credit Card,Premium,477.75,280.45,24904.75,2024-09-30,2024-10-06
Jackfruit,Luzon,Box,Wholesale,Air Freight,Bank Transfer,Premium,417.37,166.85,195802.84,2024-05-20,2024-06-03
Coconut,Visayas,Vacuum Pack,Retail,Pickup,Cash,Grade B,175.09,246.78,167163.98,2025-12-16,2025-12-24
Banana,Mindanao,Jar,Online,Air Freight,Credit Card,Grade B,249.81,194.07,82072.13,2024-03-27,2024-03-28
Jackfruit,Luzon,Box,Retail,Courier,Cash,Premium,389.52,230.95,167349.94,2025-11-06,2025-11-13
Guava,Mindanao,Resealable Bag,Retail,Courier,Credit Card,Grade B,402.18,426.43,152956.14,2024-09-25,2024-10-08
